species,yeast_ortholog,domain_arch_conservation
P_neur,Q06152,Ortholog not conserved
P_neur,Q06156,Lost domain(s)
P_neur,Q06163,Ortholog not conserved
P_neur,Q06213,Ortholog not conserved
P_neur,Q06214,Ortholog not conserved
P_neur,Q06218,Ortholog not conserved
P_neur,Q06263,Ortholog not conserved
P_neur,Q06287,Ortholog not conserved
P_neur,Q06337,Ortholog not conserved
P_neur,Q06338,Ortholog not conserved
P_neur,Q06339,Ortholog not conserved
P_neur,Q06344,Lost domain(s)
P_neur,Q06350,Ortholog not conserved
P_neur,Q06385,Ortholog not conserved
P_neur,Q06409,Ortholog not conserved
P_neur,Q06411,Ortholog not conserved
P_neur,Q06440,Ortholog not conserved
P_neur,Q06505,Ortholog not conserved
P_neur,Q06508,Conserved domain architecture
P_neur,Q06510,Ortholog not conserved
P_neur,Q06511,Ortholog not conserved
P_neur,Q06512,Ortholog not conserved
P_neur,Q06541,Ortholog not conserved
P_neur,Q06549,Ortholog not conserved
P_neur,Q06625,Ortholog not conserved
P_neur,Q06631,Ortholog not conserved
P_neur,Q06632,Conserved domain architecture
P_neur,Q06636,Ortholog not conserved
P_neur,Q06672,Ortholog not conserved
P_neur,Q06679,Ortholog not conserved
P_neur,Q06680,Ortholog not conserved
P_neur,Q06682,Ortholog not conserved
P_neur,Q06683,Ortholog not conserved
P_neur,Q06685,Ortholog not conserved
P_neur,Q06688,Ortholog not conserved
P_neur,Q06696,Ortholog not conserved
P_neur,Q06697,Lost domain(s)
P_neur,Q06706,Ortholog not conserved
P_neur,Q06708,Ortholog not conserved
P_neur,Q06819,Ortholog not conserved
P_neur,Q06833,Ortholog not conserved
P_neur,Q06835,Ortholog not conserved
P_neur,Q07350,Lost domain(s)
P_neur,Q07418,Ortholog not conserved
P_neur,Q07457,Lost domain(s)
P_neur,Q07458,Ortholog not conserved
P_neur,Q07508,Ortholog not conserved
P_neur,Q07527,Ortholog not conserved
P_neur,Q07532,Ortholog not conserved
P_neur,Q07534,Ortholog not conserved
P_neur,Q07540,Ortholog not conserved
P_neur,Q07560,Ortholog not conserved
P_neur,Q07623,Ortholog not conserved
P_neur,Q07648,Ortholog not conserved
P_neur,Q07688,Ortholog not conserved
P_neur,Q07729,Ortholog not conserved
P_neur,Q07794,Lost domain(s)
P_neur,Q07821,Ortholog not conserved
P_neur,Q07825,Ortholog not conserved
P_neur,Q07834,Gained/swapped domain(s)
P_neur,Q07845,Ortholog not conserved
P_neur,Q07878,Ortholog not conserved
P_neur,Q07896,Lost domain(s)
P_neur,Q07897,Ortholog not conserved
P_neur,Q07913,Ortholog not conserved
P_neur,Q07923,Ortholog not conserved
P_neur,Q07930,Ortholog not conserved
P_neur,Q07953,Lost domain(s)
P_neur,Q08003,Ortholog not conserved
P_neur,Q08004,Ortholog not conserved
P_neur,Q08023,Ortholog not conserved
P_neur,Q08032,Ortholog not conserved
P_neur,Q08058,Ortholog not conserved
P_neur,Q08096,Ortholog not conserved
P_neur,Q08202,Ortholog not conserved
P_neur,Q08204,Ortholog not conserved
P_neur,Q08208,Ortholog not conserved
P_neur,Q08220,Ortholog not conserved
P_neur,Q08230,Ortholog not conserved
P_neur,Q08235,Conserved domain architecture
P_neur,Q08236,Ortholog not conserved
P_neur,Q08278,Ortholog not conserved
P_neur,Q08281,Ortholog not conserved
P_neur,Q08285,Lost domain(s)
P_neur,Q08287,Ortholog not conserved
P_neur,Q08422,Conserved domain architecture
P_neur,Q08444,Conserved domain architecture
P_neur,Q08446,Lost domain(s)
P_neur,Q08548,Conserved domain architecture
P_neur,Q08601,Ortholog not conserved
P_neur,Q08634,Ortholog not conserved
P_neur,Q08641,Conserved domain architecture
P_neur,Q08647,Conserved domain architecture
P_neur,Q08650,Ortholog not conserved
P_neur,Q08685,Lost domain(s)
P_neur,Q08687,Ortholog not conserved
P_neur,Q08689,Ortholog not conserved
P_neur,Q08702,Ortholog not conserved
P_neur,Q08723,Lost domain(s)
P_neur,Q08746,Conserved domain architecture
P_neur,Q08822,Ortholog not conserved
P_neur,Q08831,Ortholog not conserved
P_neur,Q08873,Conserved domain architecture
P_neur,Q08920,Ortholog not conserved
P_neur,Q08924,Ortholog not conserved
P_neur,Q08951,Ortholog not conserved
P_neur,Q08952,Conserved domain architecture
P_neur,Q08954,Ortholog not conserved
P_neur,Q08960,Ortholog not conserved
P_neur,Q08962,Conserved domain architecture
P_neur,Q08963,Ortholog not conserved
P_neur,Q08971,Ortholog not conserved
P_neur,Q10740,Ortholog not conserved
P_neur,Q12000,Lost domain(s)
P_neur,Q12001,Ortholog not conserved
P_neur,Q12004,Conserved domain architecture
P_neur,Q12009,Conserved domain architecture
P_neur,Q12012,Ortholog not conserved
P_neur,Q12016,Ortholog not conserved
P_neur,Q12019,Lost domain(s)
P_neur,Q12030,Conserved domain architecture
P_neur,Q12035,Ortholog not conserved
P_neur,Q12042,Ortholog not conserved
P_neur,Q12049,Ortholog not conserved
P_neur,Q12052,Ortholog not conserved
P_neur,Q12055,Conserved domain architecture
P_neur,Q12059,Ortholog not conserved
P_neur,Q12071,Ortholog not conserved
P_neur,Q12080,Ortholog not conserved
P_neur,Q12091,Ortholog not conserved
P_neur,Q12093,Ortholog not conserved
P_neur,Q12094,Conserved domain architecture
P_neur,Q12104,Ortholog not conserved
P_neur,Q12108,Ortholog not conserved
P_neur,Q12109,Ortholog not conserved
P_neur,Q12114,Ortholog not conserved
P_neur,Q12116,Ortholog not conserved
P_neur,Q12125,Ortholog not conserved
P_neur,Q12133,Conserved domain architecture
P_neur,Q12142,Ortholog not conserved
P_neur,Q12146,Ortholog not conserved
P_neur,Q12149,Lost domain(s)
P_neur,Q12150,Ortholog not conserved
P_neur,Q12154,Conserved domain architecture
P_neur,Q12158,Ortholog not conserved
P_neur,Q12159,Ortholog not conserved
P_neur,Q12165,Ortholog not conserved
P_neur,Q12176,Ortholog not conserved
P_neur,Q12177,Ortholog not conserved
P_neur,Q12184,Conserved domain architecture
P_neur,Q12186,Lost domain(s)
P_neur,Q12189,Ortholog not conserved
P_neur,Q12196,Conserved domain architecture
P_neur,Q12199,Ortholog not conserved
P_neur,Q12200,Ortholog not conserved
P_neur,Q12204,Ortholog not conserved
P_neur,Q12220,Lost domain(s)
P_neur,Q12229,Ortholog not conserved
P_neur,Q12232,Conserved domain architecture
P_neur,Q12239,Ortholog not conserved
P_neur,Q12247,Ortholog not conserved
P_neur,Q12248,Ortholog not conserved
P_neur,Q12250,Lost domain(s)
P_neur,Q12272,Ortholog not conserved
P_neur,Q12275,Ortholog not conserved
P_neur,Q12280,Lost domain(s)
P_neur,Q12283,Ortholog not conserved
P_neur,Q12287,Ortholog not conserved
P_neur,Q12288,Ortholog not conserved
P_neur,Q12296,Ortholog not conserved
P_neur,Q12306,Conserved domain architecture
P_neur,Q12309,Ortholog not conserved
P_neur,Q12314,Ortholog not conserved
P_neur,Q12315,Ortholog not conserved
P_neur,Q12322,Ortholog not conserved
P_neur,Q12328,Conserved domain architecture
P_neur,Q12330,Ortholog not conserved
P_neur,Q12339,Ortholog not conserved
P_neur,Q12341,Ortholog not conserved
P_neur,Q12347,Ortholog not conserved
P_neur,Q12354,Conserved domain architecture
P_neur,Q12368,Ortholog not conserved
P_neur,Q12374,Ortholog not conserved
P_neur,Q12377,Lost domain(s)
P_neur,Q12380,Ortholog not conserved
P_neur,Q12382,Ortholog not conserved
P_neur,Q12383,Ortholog not conserved
P_neur,Q12386,Ortholog not conserved
P_neur,Q12387,Ortholog not conserved
P_neur,Q12395,Ortholog not conserved
P_neur,Q12400,Ortholog not conserved
P_neur,Q12402,Conserved domain architecture
P_neur,Q12408,Ortholog not conserved
P_neur,Q12412,Conserved domain architecture
P_neur,Q12420,Ortholog not conserved
P_neur,Q12425,Ortholog not conserved
P_neur,Q12429,Lost domain(s)
P_neur,Q12432,Lost domain(s)
P_neur,Q12440,Ortholog not conserved
P_neur,Q12446,Ortholog not conserved
P_neur,Q12453,Ortholog not conserved
P_neur,Q12462,Ortholog not conserved
P_neur,Q12463,Lost domain(s)
P_neur,Q12480,Ortholog not conserved
P_neur,Q12481,Ortholog not conserved
P_neur,Q12482,Ortholog not conserved
P_neur,Q12483,Ortholog not conserved
P_neur,Q12487,Ortholog not conserved
P_neur,Q12495,Ortholog not conserved
P_neur,Q12500,Ortholog not conserved
P_neur,Q12508,Lost domain(s)
P_neur,Q12510,Ortholog not conserved
P_neur,Q12517,Ortholog not conserved
P_neur,Q12520,Ortholog not conserved
P_neur,Q12522,Conserved domain architecture
P_neur,Q12523,Ortholog not conserved
P_neur,Q12524,Ortholog not conserved
P_neur,Q12527,Ortholog not conserved
P_neur,Q12530,Conserved domain architecture
P_neur,Q12532,Ortholog not conserved
P_neur,Q12749,Conserved domain architecture
P_neur,Q12751,Ortholog not conserved
P_neur,Q12754,Ortholog not conserved
P_neur,Q3E705,Ortholog not conserved
P_neur,Q3E731,Ortholog not conserved
P_neur,Q3E764,Ortholog not conserved
P_neur,Q3E785,Ortholog not conserved
P_neur,Q3E793,Conserved domain architecture
P_neur,Q3E7C1,Conserved domain architecture
P_neur,Q3E811,Conserved domain architecture
P_neur,Q3E833,Ortholog not conserved
P_neur,Q3E834,Conserved domain architecture
P_neur,Q3E840,Conserved domain architecture
P_neur,Q3E846,Ortholog not conserved
P_neur,Q6Q546,Ortholog not conserved
P_neur,Q6Q547,Lost domain(s)
P_neur,Q6WNK7,Ortholog not conserved
P_neur,Q86ZR7,Ortholog not conserved
P_neur,Q8TGJ3,Conserved domain architecture
P_neur,Q92328,Ortholog not conserved
P_neur,Q96VH5,Ortholog not conserved
P_neur,Q99188,Ortholog not conserved
P_neur,Q99207,Ortholog not conserved
P_neur,Q99210,Ortholog not conserved
P_neur,Q99216,Lost domain(s)
P_neur,Q99220,Ortholog not conserved
P_neur,Q99247,Ortholog not conserved
P_neur,Q99257,Ortholog not conserved
P_neur,Q99271,Ortholog not conserved
P_neur,Q99287,Ortholog not conserved
P_neur,Q99296,Ortholog not conserved
P_neur,Q99321,Ortholog not conserved
P_neur,Q99385,Ortholog not conserved
P_neur,Q99394,Ortholog not conserved
P_neur,Q9URQ3,Conserved domain architecture
P_phil,O13329,Ortholog not conserved
P_phil,O13525,Ortholog not conserved
P_phil,O13563,Ortholog not conserved
P_phil,O14464,Ortholog not conserved
P_phil,O14467,Ortholog not conserved
P_phil,O60200,Ortholog not conserved
P_phil,O74700,Ortholog not conserved
P_phil,O94742,Ortholog not conserved
P_phil,P00128,Ortholog not conserved
P_phil,P00163,Ortholog not conserved
P_phil,P00410,Ortholog not conserved
P_phil,P00420,Ortholog not conserved
P_phil,P00427,Ortholog not conserved
P_phil,P00560,Conserved domain architecture
P_phil,P00572,Conserved domain architecture
P_phil,P00724,Ortholog not conserved
P_phil,P00812,Ortholog not conserved
P_phil,P00815,Ortholog not conserved
P_phil,P00830,Ortholog not conserved
P_phil,P00854,Ortholog not conserved
P_phil,P00958,Gained/swapped domain(s)
P_phil,P02309,Lost domain(s)
P_phil,P02406,Conserved domain architecture
P_phil,P02992,Ortholog not conserved
P_phil,P03069,Ortholog not conserved
P_phil,P04037,Ortholog not conserved
P_phil,P04397,Ortholog not conserved
P_phil,P04456,Lost domain(s)
P_phil,P04650,Conserved domain architecture
P_phil,P04786,Ortholog not conserved
P_phil,P04802,Lost domain(s)
P_phil,P04803,Ortholog not conserved
P_phil,P05066,Ortholog not conserved
P_phil,P05317,Lost domain(s)
P_phil,P05373,Ortholog not conserved
P_phil,P05374,Ortholog not conserved
P_phil,P05626,Ortholog not conserved
P_phil,P05747,Conserved domain architecture
P_phil,P05750,Lost domain(s)
P_phil,P05756,Conserved domain architecture
P_phil,P06100,Conserved domain architecture
P_phil,P06101,Ortholog not conserved
P_phil,P06105,Ortholog not conserved
P_phil,P06174,Ortholog not conserved
P_phil,P06197,Conserved domain architecture
P_phil,P06243,Lost domain(s)
P_phil,P06738,Ortholog not conserved
P_phil,P06773,Ortholog not conserved
P_phil,P06774,Conserved domain architecture
P_phil,P06776,Ortholog not conserved
P_phil,P06777,Conserved domain architecture
P_phil,P06778,Conserved domain architecture
P_phil,P06785,Conserved domain architecture
P_phil,P06786,Ortholog not conserved
P_phil,P06838,Conserved domain architecture
P_phil,P06844,Ortholog not conserved
P_phil,P07143,Ortholog not conserved
P_phil,P07251,Ortholog not conserved
P_phil,P07260,Ortholog not conserved
P_phil,P07263,Conserved domain architecture
P_phil,P07273,Lost domain(s)
P_phil,P07274,Ortholog not conserved
P_phil,P07275,Ortholog not conserved
P_phil,P07277,Ortholog not conserved
P_phil,P07278,Lost domain(s)
P_phil,P07283,Conserved domain architecture
P_phil,P07284,Conserved domain architecture
P_phil,P07286,Ortholog not conserved
P_phil,P07806,Gained/swapped domain(s)
P_phil,P07807,Conserved domain architecture
P_phil,P07884,Ortholog not conserved
P_phil,P07991,Ortholog not conserved
P_phil,P08067,Ortholog not conserved
P_phil,P08417,Ortholog not conserved
P_phil,P08425,Ortholog not conserved
P_phil,P08432,Ortholog not conserved
P_phil,P08524,Ortholog not conserved
P_phil,P08525,Ortholog not conserved
P_phil,P09032,Conserved domain architecture
P_phil,P09064,Conserved domain architecture
P_phil,P09201,Ortholog not conserved
P_phil,P09368,Ortholog not conserved
P_phil,P09457,Ortholog not conserved
P_phil,P09798,Lost domain(s)
P_phil,P09950,Ortholog not conserved
P_phil,P0C074,Ortholog not conserved
P_phil,P10127,Ortholog not conserved
P_phil,P10363,Conserved domain architecture
P_phil,P10663,Ortholog not conserved
P_phil,P10862,Lost domain(s)
P_phil,P10869,Ortholog not conserved
P_phil,P10962,Conserved domain architecture
P_phil,P10963,Ortholog not conserved
P_phil,P11325,Ortholog not conserved
P_phil,P11353,Ortholog not conserved
P_phil,P11412,Conserved domain architecture
P_phil,P11491,Ortholog not conserved
P_phil,P11745,Lost domain(s)
P_phil,P11747,Conserved domain architecture
P_phil,P11986,Ortholog not conserved
P_phil,P12385,Conserved domain architecture
P_phil,P12687,Ortholog not conserved
P_phil,P12695,Ortholog not conserved
P_phil,P12709,Gained/swapped domain(s)
P_phil,P12753,Lost domain(s)
P_phil,P12754,Ortholog not conserved
P_phil,P12868,Ortholog not conserved
P_phil,P12887,Ortholog not conserved
P_phil,P12904,Ortholog not conserved
P_phil,P12945,Ortholog not conserved
P_phil,P13099,Gained/swapped domain(s)
P_phil,P13134,Ortholog not conserved
P_phil,P13259,Ortholog not conserved
P_phil,P13393,Conserved domain architecture
P_phil,P13433,Ortholog not conserved
P_phil,P13517,Ortholog not conserved
P_phil,P13574,Conserved domain architecture
P_phil,P13663,Ortholog not conserved
P_phil,P13711,Ortholog not conserved
P_phil,P14020,Ortholog not conserved
P_phil,P14120,Conserved domain architecture
P_phil,P14126,Conserved domain architecture
P_phil,P14737,Ortholog not conserved
P_phil,P14741,Ortholog not conserved
P_phil,P14743,Conserved domain architecture
P_phil,P14906,Lost domain(s)
P_phil,P14922,Lost domain(s)
P_phil,P15179,Ortholog not conserved
P_phil,P15303,Conserved domain architecture
P_phil,P15367,Conserved domain architecture
P_phil,P15442,Ortholog not conserved
P_phil,P15454,Ortholog not conserved
P_phil,P15496,Ortholog not conserved
P_phil,P15565,Conserved domain architecture
P_phil,P15624,Conserved domain architecture
P_phil,P15625,Lost domain(s)
P_phil,P15646,Conserved domain architecture
P_phil,P15801,Ortholog not conserved
P_phil,P15873,Conserved domain architecture
P_phil,P15891,Ortholog not conserved
P_phil,P16120,Ortholog not conserved
P_phil,P16140,Conserved domain architecture
P_phil,P16387,Ortholog not conserved
P_phil,P16622,Ortholog not conserved
P_phil,P16639,Ortholog not conserved
P_phil,P16661,Ortholog not conserved
P_phil,P17065,Ortholog not conserved
P_phil,P17555,Ortholog not conserved
P_phil,P17883,Ortholog not conserved
P_phil,P17891,Ortholog not conserved
P_phil,P18409,Ortholog not conserved
P_phil,P18412,Ortholog not conserved
P_phil,P18414,Conserved domain architecture
P_phil,P18496,Ortholog not conserved
P_phil,P18759,Ortholog not conserved
P_phil,P18852,Ortholog not conserved
P_phil,P18900,Ortholog not conserved
P_phil,P19262,Ortholog not conserved
P_phil,P19516,Ortholog not conserved
P_phil,P19658,Ortholog not conserved
P_phil,P19659,Ortholog not conserved
P_phil,P19735,Ortholog not conserved
P_phil,P19736,Lost domain(s)
P_phil,P19881,Ortholog not conserved
P_phil,P19882,Ortholog not conserved
P_phil,P20048,Ortholog not conserved
P_phil,P20084,Ortholog not conserved
P_phil,P20424,Conserved domain architecture
P_phil,P20433,Conserved domain architecture
P_phil,P20434,Lost domain(s)
P_phil,P20435,Conserved domain architecture
P_phil,P20436,Lost domain(s)
P_phil,P20457,Conserved domain architecture
P_phil,P20459,Lost domain(s)
P_phil,P20484,Ortholog not conserved
P_phil,P20486,Ortholog not conserved
P_phil,P20795,Ortholog not conserved
P_phil,P20967,Ortholog not conserved
P_phil,P21269,Conserved domain architecture
P_phil,P21306,Ortholog not conserved
P_phil,P21374,Ortholog not conserved
P_phil,P21592,Ortholog not conserved
P_phil,P21771,Ortholog not conserved
P_phil,P21801,Ortholog not conserved
P_phil,P21825,Conserved domain architecture
P_phil,P21951,Conserved domain architecture
P_phil,P22023,Ortholog not conserved
P_phil,P22135,Ortholog not conserved
P_phil,P22137,Ortholog not conserved
P_phil,P22139,Conserved domain architecture
P_phil,P22141,Conserved domain architecture
P_phil,P22203,Conserved domain architecture
P_phil,P22214,Lost domain(s)
P_phil,P22224,Ortholog not conserved
P_phil,P22289,Ortholog not conserved
P_phil,P22336,Gained/swapped domain(s)
P_phil,P22438,Ortholog not conserved
P_phil,P22579,Lost domain(s)
P_phil,P22580,Ortholog not conserved
P_phil,P22696,Ortholog not conserved
P_phil,P22855,Ortholog not conserved
P_phil,P22936,Conserved domain architecture
P_phil,P23179,Gained/swapped domain(s)
P_phil,P23201,Ortholog not conserved
P_phil,P23503,Conserved domain architecture
P_phil,P23542,Ortholog not conserved
P_phil,P23615,Lost domain(s)
P_phil,P23644,Ortholog not conserved
P_phil,P23724,Conserved domain architecture
P_phil,P23748,Conserved domain architecture
P_phil,P23797,Conserved domain architecture
P_phil,P24309,Ortholog not conserved
P_phil,P24482,Ortholog not conserved
P_phil,P24521,Ortholog not conserved
P_phil,P25038,Ortholog not conserved
P_phil,P25040,Ortholog not conserved
P_phil,P25042,Ortholog not conserved
P_phil,P25043,Ortholog not conserved
P_phil,P25270,Ortholog not conserved
P_phil,P25293,Ortholog not conserved
P_phil,P25298,Conserved domain architecture
P_phil,P25332,Ortholog not conserved
P_phil,P25337,Conserved domain architecture
P_phil,P25338,Ortholog not conserved
P_phil,P25355,Ortholog not conserved
P_phil,P25356,Ortholog not conserved
P_phil,P25357,Ortholog not conserved
P_phil,P25368,Ortholog not conserved
P_phil,P25374,Conserved domain architecture
P_phil,P25385,Lost domain(s)
P_phil,P25386,Ortholog not conserved
P_phil,P25441,Ortholog not conserved
P_phil,P25443,Conserved domain architecture
P_phil,P25451,Ortholog not conserved
P_phil,P25559,Ortholog not conserved
P_phil,P25560,Conserved domain architecture
P_phil,P25566,Ortholog not conserved
P_phil,P25567,Ortholog not conserved
P_phil,P25568,Ortholog not conserved
P_phil,P25569,Ortholog not conserved
P_phil,P25574,Ortholog not conserved
P_phil,P25578,Conserved domain architecture
P_phil,P25580,Ortholog not conserved
P_phil,P25586,Conserved domain architecture
P_phil,P25604,Ortholog not conserved
P_phil,P25615,Ortholog not conserved
P_phil,P25625,Conserved domain architecture
P_phil,P25626,Ortholog not conserved
P_phil,P25627,Lost domain(s)
P_phil,P25641,Conserved domain architecture
P_phil,P25644,Ortholog not conserved
P_phil,P25654,Ortholog not conserved
P_phil,P25655,Ortholog not conserved
P_phil,P26188,Ortholog not conserved
P_phil,P26321,Conserved domain architecture
P_phil,P26637,Lost domain(s)
P_phil,P26754,Lost domain(s)
P_phil,P26783,Conserved domain architecture
P_phil,P27637,Ortholog not conserved
P_phil,P27680,Ortholog not conserved
P_phil,P27692,Lost domain(s)
P_phil,P27697,Ortholog not conserved
P_phil,P27801,Ortholog not conserved
P_phil,P27825,Ortholog not conserved
P_phil,P27929,Ortholog not conserved
P_phil,P27999,Lost domain(s)
P_phil,P28004,Conserved domain architecture
P_phil,P28005,Ortholog not conserved
P_phil,P28007,Conserved domain architecture
P_phil,P28320,Conserved domain architecture
P_phil,P28321,Ortholog not conserved
P_phil,P28495,Ortholog not conserved
P_phil,P28519,Conserved domain architecture
P_phil,P28625,Ortholog not conserved
P_phil,P28707,Ortholog not conserved
P_phil,P28778,Ortholog not conserved
P_phil,P28789,Ortholog not conserved
P_phil,P28795,Ortholog not conserved
P_phil,P28817,Ortholog not conserved
P_phil,P29029,Ortholog not conserved
P_phil,P29055,Conserved domain architecture
P_phil,P29056,Conserved domain architecture
P_phil,P29468,Conserved domain architecture
P_phil,P29478,Conserved domain architecture
P_phil,P29539,Ortholog not conserved
P_phil,P29704,Ortholog not conserved
P_phil,P29952,Ortholog not conserved
P_phil,P30620,Ortholog not conserved
P_phil,P30656,Conserved domain architecture
P_phil,P30657,Conserved domain architecture
P_phil,P30775,Ortholog not conserved
P_phil,P30777,Ortholog not conserved
P_phil,P30822,Conserved domain architecture
P_phil,P30902,Ortholog not conserved
P_phil,P31115,Conserved domain architecture
P_phil,P31116,Ortholog not conserved
P_phil,P31334,Ortholog not conserved
P_phil,P31381,Ortholog not conserved
P_phil,P31383,Lost domain(s)
P_phil,P31412,Ortholog not conserved
P_phil,P32074,Lost domain(s)
P_phil,P32179,Ortholog not conserved
P_phil,P32190,Ortholog not conserved
P_phil,P32191,Conserved domain architecture
P_phil,P32263,Ortholog not conserved
P_phil,P32317,Ortholog not conserved
P_phil,P32325,Ortholog not conserved
P_phil,P32337,Ortholog not conserved
P_phil,P32339,Ortholog not conserved
P_phil,P32341,Ortholog not conserved
P_phil,P32347,Ortholog not conserved
P_phil,P32349,Lost domain(s)
P_phil,P32354,Ortholog not conserved
P_phil,P32357,Ortholog not conserved
P_phil,P32363,Conserved domain architecture
P_phil,P32366,Conserved domain architecture
P_phil,P32367,Lost domain(s)
P_phil,P32377,Ortholog not conserved
P_phil,P32378,Ortholog not conserved
P_phil,P32387,Ortholog not conserved
P_phil,P32432,Ortholog not conserved
P_phil,P32447,Conserved domain architecture
P_phil,P32463,Ortholog not conserved
P_phil,P32464,Ortholog not conserved
P_phil,P32469,Conserved domain architecture
P_phil,P32471,Ortholog not conserved
P_phil,P32473,Ortholog not conserved
P_phil,P32477,Ortholog not conserved
P_phil,P32481,Conserved domain architecture
P_phil,P32494,Ortholog not conserved
P_phil,P32496,Ortholog not conserved
P_phil,P32497,Ortholog not conserved
P_phil,P32501,Lost domain(s)
P_phil,P32502,Ortholog not conserved
P_phil,P32505,Ortholog not conserved
P_phil,P32524,Ortholog not conserved
P_phil,P32527,Lost domain(s)
P_phil,P32558,Lost domain(s)
P_phil,P32559,Ortholog not conserved
P_phil,P32565,Ortholog not conserved
P_phil,P32567,Ortholog not conserved
P_phil,P32579,Conserved domain architecture
P_phil,P32580,Ortholog not conserved
P_phil,P32583,Ortholog not conserved
P_phil,P32584,Ortholog not conserved
P_phil,P32599,Ortholog not conserved
P_phil,P32602,Ortholog not conserved
P_phil,P32606,Ortholog not conserved
P_phil,P32609,Ortholog not conserved
P_phil,P32610,Conserved domain architecture
P_phil,P32611,Ortholog not conserved
P_phil,P32617,Conserved domain architecture
P_phil,P32628,Ortholog not conserved
P_phil,P32641,Ortholog not conserved
P_phil,P32656,Ortholog not conserved
P_phil,P32771,Ortholog not conserved
P_phil,P32773,Conserved domain architecture
P_phil,P32774,Ortholog not conserved
P_phil,P32775,Ortholog not conserved
P_phil,P32776,Ortholog not conserved
P_phil,P32783,Conserved domain architecture
P_phil,P32785,Ortholog not conserved
P_phil,P32787,Ortholog not conserved
P_phil,P32799,Ortholog not conserved
P_phil,P32807,Ortholog not conserved
P_phil,P32829,Lost domain(s)
P_phil,P32831,Ortholog not conserved
P_phil,P32833,Conserved domain architecture
P_phil,P32839,Ortholog not conserved
P_phil,P32844,Conserved domain architecture
P_phil,P32855,Ortholog not conserved
P_phil,P32860,Ortholog not conserved
P_phil,P32875,Ortholog not conserved
P_phil,P32896,Ortholog not conserved
P_phil,P32897,Ortholog not conserved
P_phil,P32899,Ortholog not conserved
P_phil,P32901,Conserved domain architecture
P_phil,P32902,Ortholog not conserved
P_phil,P32904,Ortholog not conserved
P_phil,P32906,Ortholog not conserved
P_phil,P32910,Conserved domain architecture
P_phil,P32911,Lost domain(s)
P_phil,P32912,Ortholog not conserved
P_phil,P32914,Conserved domain architecture
P_phil,P32916,Lost domain(s)
P_phil,P33201,Lost domain(s)
P_phil,P33202,Ortholog not conserved
P_phil,P33203,Ortholog not conserved
P_phil,P33204,Ortholog not conserved
P_phil,P33296,Ortholog not conserved
P_phil,P33307,Ortholog not conserved
P_phil,P33317,Ortholog not conserved
P_phil,P33322,Conserved domain architecture
P_phil,P33327,Ortholog not conserved
P_phil,P33330,Ortholog not conserved
P_phil,P33331,Ortholog not conserved
P_phil,P33334,Lost domain(s)
P_phil,P33338,Ortholog not conserved
P_phil,P33339,Lost domain(s)
P_phil,P33411,Ortholog not conserved
P_phil,P33412,Ortholog not conserved
P_phil,P33418,Ortholog not conserved
P_phil,P33750,Lost domain(s)
P_phil,P33753,Ortholog not conserved
P_phil,P33754,Ortholog not conserved
P_phil,P33755,Conserved domain architecture
P_phil,P33759,Ortholog not conserved
P_phil,P33767,Ortholog not conserved
P_phil,P33892,Ortholog not conserved
P_phil,P33893,Ortholog not conserved
P_phil,P34077,Ortholog not conserved
P_phil,P34078,Ortholog not conserved
P_phil,P34087,Lost domain(s)
P_phil,P34160,Ortholog not conserved
P_phil,P34167,Ortholog not conserved
P_phil,P34217,Ortholog not conserved
P_phil,P34220,Conserved domain architecture
P_phil,P34222,Conserved domain architecture
P_phil,P34223,Ortholog not conserved
P_phil,P34227,Ortholog not conserved
P_phil,P34240,Ortholog not conserved
P_phil,P34241,Ortholog not conserved
P_phil,P34247,Ortholog not conserved
P_phil,P34248,Ortholog not conserved
P_phil,P34253,Ortholog not conserved
P_phil,P34756,Ortholog not conserved
P_phil,P34909,Gained/swapped domain(s)
P_phil,P35127,Ortholog not conserved
P_phil,P35178,Ortholog not conserved
P_phil,P35179,Ortholog not conserved
P_phil,P35180,Ortholog not conserved
P_phil,P35184,Ortholog not conserved
P_phil,P35187,Ortholog not conserved
P_phil,P35194,Ortholog not conserved
P_phil,P35195,Ortholog not conserved
P_phil,P35201,Ortholog not conserved
P_phil,P35202,Ortholog not conserved
P_phil,P35688,Ortholog not conserved
P_phil,P35691,Ortholog not conserved
P_phil,P35718,Lost domain(s)
P_phil,P35728,Gained/swapped domain(s)
P_phil,P35729,Ortholog not conserved
P_phil,P36010,Conserved domain architecture
P_phil,P36015,Lost domain(s)
P_phil,P36016,Ortholog not conserved
P_phil,P36022,Lost domain(s)
P_phil,P36037,Lost domain(s)
P_phil,P36039,Ortholog not conserved
P_phil,P36046,Ortholog not conserved
P_phil,P36049,Ortholog not conserved
P_phil,P36051,Ortholog not conserved
P_phil,P36053,Conserved domain architecture
P_phil,P36056,Ortholog not conserved
P_phil,P36059,Conserved domain architecture
P_phil,P36070,Ortholog not conserved
P_phil,P36075,Ortholog not conserved
P_phil,P36078,Ortholog not conserved
P_phil,P36080,Ortholog not conserved
P_phil,P36084,Ortholog not conserved
P_phil,P36086,Ortholog not conserved
P_phil,P36095,Ortholog not conserved
P_phil,P36097,Ortholog not conserved
P_phil,P36100,Lost domain(s)
P_phil,P36102,Ortholog not conserved
P_phil,P36104,Lost domain(s)
P_phil,P36108,Ortholog not conserved
P_phil,P36112,Ortholog not conserved
P_phil,P36113,Ortholog not conserved
